unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1623304800,2021-06-10 06:00:00,BTC/USD,36830.96,37072.70,36584.87,36750.10,167.69023756,6162632.999353756
1623301200,2021-06-10 05:00:00,BTC/USD,36794.44,36971.37,36547.87,36849.72,172.36926585,6351759.183178063
1623297600,2021-06-10 04:00:00,BTC/USD,36966.13,37248.14,36679.93,36825.11,91.07730592,3353931.809007651
1623294000,2021-06-10 03:00:00,BTC/USD,37127.39,37500.00,36952.67,36983.77,117.27094762,4337121.754460127
1623290400,2021-06-10 02:00:00,BTC/USD,36893.85,37133.44,36779.50,37129.67,79.19119569,2940342.962875122
1623286800,2021-06-10 01:00:00,BTC/USD,36987.63,37376.83,36912.26,36916.99,133.21718668,4917977.548493693
1623283200,2021-06-10 00:00:00,BTC/USD,37414.64,37682.00,36876.14,36975.38,252.99915664,9354739.956443522
1623279600,2021-06-09 23:00:00,BTC/USD,37111.76,37556.25,36997.55,37400.00,224.65107955,8401950.37517
1623276000,2021-06-09 22:00:00,BTC/USD,36618.36,37333.00,36542.20,37117.43,383.82871633,14246735.510368632
1623272400,2021-06-09 21:00:00,BTC/USD,36411.40,36790.77,36225.24,36687.89,223.13919326,8186506.177011622
1623268800,2021-06-09 20:00:00,BTC/USD,36291.76,36541.36,36159.71,36422.93,294.39690048,10722797.698400006
1623265200,2021-06-09 19:00:00,BTC/USD,35925.00,36453.14,35674.59,36291.76,309.88556053,11246292.390220234
1623261600,2021-06-09 18:00:00,BTC/USD,36571.24,36858.16,35860.00,35910.63,666.54584016,23936081.0440249
1623258000,2021-06-09 17:00:00,BTC/USD,36522.00,37000.00,36306.26,36575.70,426.14281568,15586471.783466976
1623254400,2021-06-09 16:00:00,BTC/USD,36376.98,36717.03,36094.10,36522.00,494.44591689,18058153.77665658
1623250800,2021-06-09 15:00:00,BTC/USD,34706.97,36746.16,34706.97,36367.91,943.18891853,34301809.70209637
1623247200,2021-06-09 14:00:00,BTC/USD,35095.62,35385.16,34571.10,34715.68,578.60838604,20086783.57508111
1623243600,2021-06-09 13:00:00,BTC/USD,34922.59,35180.00,34807.76,35108.00,271.52514710,9532704.8643868
1623240000,2021-06-09 12:00:00,BTC/USD,35016.30,35450.00,34850.15,34924.77,472.16927806,16490403.437311545
1623236400,2021-06-09 11:00:00,BTC/USD,34530.70,35073.41,34400.00,35008.32,381.98541229,13372667.548780253
1623232800,2021-06-09 10:00:00,BTC/USD,34041.11,34740.00,33963.85,34506.26,240.24990099,8290125.548535197
1623229200,2021-06-09 09:00:00,BTC/USD,34068.29,34408.85,33985.96,34035.30,168.26487451,5726945.483410204
1623225600,2021-06-09 08:00:00,BTC/USD,34183.84,34322.07,33837.75,34041.43,284.66347342,9690351.703983791
1623222000,2021-06-09 07:00:00,BTC/USD,34245.41,34544.51,34125.84,34178.39,278.92021063,9533043.737794286
1623218400,2021-06-09 06:00:00,BTC/USD,33500.75,34380.00,33455.94,34240.00,481.13256189,16473978.919113599
1623214800,2021-06-09 05:00:00,BTC/USD,32981.59,33754.50,32942.56,33531.10,402.48644498,13495813.235268878
1623211200,2021-06-09 04:00:00,BTC/USD,32896.09,32995.66,32570.83,32995.66,252.49836315,8331350.14105393
1623207600,2021-06-09 03:00:00,BTC/USD,32900.67,33124.80,32649.07,32882.92,113.05533798,3717589.6343693016
1623204000,2021-06-09 02:00:00,BTC/USD,32573.37,33215.20,32423.72,32887.92,182.19357229,5991967.629987736
1623200400,2021-06-09 01:00:00,BTC/USD,32918.70,33058.93,32479.91,32558.84,209.95366198,6835847.687820903
1623196800,2021-06-09 00:00:00,BTC/USD,33413.19,33538.62,32895.97,32924.34,255.65577548,8417297.674867181
1623193200,2021-06-08 23:00:00,BTC/USD,33485.61,33660.00,33336.70,33411.69,237.12987217,7922909.778683668
1623189600,2021-06-08 22:00:00,BTC/USD,33488.64,33801.00,33386.20,33450.50,107.95142410,3611029.11185705
1623186000,2021-06-08 21:00:00,BTC/USD,33635.70,33816.43,33293.21,33503.24,192.32606300,6443546.24694412
1623182400,2021-06-08 20:00:00,BTC/USD,32911.13,33874.88,32706.35,33635.70,520.70042404,17514123.252882227
1623178800,2021-06-08 19:00:00,BTC/USD,32787.77,33045.09,32662.24,32913.02,408.11135751,13432177.271953778
1623175200,2021-06-08 18:00:00,BTC/USD,32200.55,32811.79,32100.00,32777.66,268.85701869,8812503.947234467
1623171600,2021-06-08 17:00:00,BTC/USD,32221.91,32241.95,31897.40,32196.28,219.97932817,7082516.0439732075
1623168000,2021-06-08 16:00:00,BTC/USD,31723.45,32385.87,31596.08,32204.59,419.31003043,13503707.612885673
1623164400,2021-06-08 15:00:00,BTC/USD,31779.82,31820.17,31025.00,31752.08,730.93352241,23208659.678244114
1623160800,2021-06-08 14:00:00,BTC/USD,32406.60,32543.50,31400.00,31779.82,1443.66014133,45879259.43264196
1623157200,2021-06-08 13:00:00,BTC/USD,32911.42,32965.06,32390.01,32404.07,340.52426769,11034372.206925498
1623153600,2021-06-08 12:00:00,BTC/USD,33115.79,33184.15,32834.13,32915.65,164.17405648,5403895.782175912
1623150000,2021-06-08 11:00:00,BTC/USD,32821.59,33230.35,32705.95,33115.79,163.21671020,5405050.299474058
1623146400,2021-06-08 10:00:00,BTC/USD,32852.10,33195.15,32685.64,32826.54,204.39488068,6709576.726437247
1623142800,2021-06-08 09:00:00,BTC/USD,32937.62,32989.86,32656.88,32851.34,317.22116548,10421140.362379743
1623139200,2021-06-08 08:00:00,BTC/USD,32981.34,33353.64,32889.50,32919.65,577.56374841,19013196.45034526
1623135600,2021-06-08 07:00:00,BTC/USD,32626.71,33267.39,32190.60,32983.50,463.89848339,15300995.626894066
1623132000,2021-06-08 06:00:00,BTC/USD,32912.22,32976.14,32591.06,32623.45,183.98456292,6002211.189192474
1623128400,2021-06-08 05:00:00,BTC/USD,32852.33,33016.30,32500.00,32913.81,205.33718468,6758429.082492431
1623124800,2021-06-08 04:00:00,BTC/USD,32849.20,33161.29,32699.00,32871.77,271.27943612,8917435.229866331
1623121200,2021-06-08 03:00:00,BTC/USD,32739.20,32906.69,32456.97,32846.74,384.93366402,12643815.979312293
1623117600,2021-06-08 02:00:00,BTC/USD,33806.50,33895.67,32418.30,32710.71,621.57213831,20332065.9603383
1623114000,2021-06-08 01:00:00,BTC/USD,33668.83,33954.18,33580.00,33790.14,207.16286239,7000062.122958834
1623110400,2021-06-08 00:00:00,BTC/USD,33567.51,34085.61,33347.02,33697.12,390.42612736,13156236.064785205
1623106800,2021-06-07 23:00:00,BTC/USD,34153.91,34200.62,33321.09,33582.62,263.61686643,8852945.050909448
1623103200,2021-06-07 22:00:00,BTC/USD,34133.72,34299.99,33923.00,34173.47,250.63904029,8565205.724179106
1623099600,2021-06-07 21:00:00,BTC/USD,34441.65,34650.00,33559.00,34133.72,609.13645250,20792093.1114283
1623096000,2021-06-07 20:00:00,BTC/USD,35631.07,35748.78,34043.13,34449.05,403.02934681,13883978.119725032
1623092400,2021-06-07 19:00:00,BTC/USD,35485.21,35682.38,35326.90,35649.00,157.15870731,5602550.756894191
1623088800,2021-06-07 18:00:00,BTC/USD,35730.05,35784.57,35396.01,35500.00,252.12815368,8950549.45564
1623085200,2021-06-07 17:00:00,BTC/USD,35792.57,35889.42,35577.60,35728.78,131.53648037,4699637.969114048
1623081600,2021-06-07 16:00:00,BTC/USD,36029.43,36090.08,35679.37,35800.51,209.96485573,7516848.917210423
1623078000,2021-06-07 15:00:00,BTC/USD,36048.46,36146.58,35944.41,36042.64,126.94914142,4575582.202510149
1623074400,2021-06-07 14:00:00,BTC/USD,36304.10,36304.10,35867.00,36068.30,335.84437628,12113335.716979925
1623070800,2021-06-07 13:00:00,BTC/USD,36662.30,36743.13,36277.15,36330.42,317.98680366,11552594.131425338
1623067200,2021-06-07 12:00:00,BTC/USD,36417.18,36808.30,36263.79,36631.06,233.25665290,8544438.447779074
1623063600,2021-06-07 11:00:00,BTC/USD,36534.03,36607.29,36331.08,36402.95,116.51692439,4241559.77272295
1623060000,2021-06-07 10:00:00,BTC/USD,36305.63,36621.58,36305.63,36529.59,177.73735873,6492672.842089821
1623056400,2021-06-07 09:00:00,BTC/USD,36157.39,36406.18,36062.18,36298.90,107.08245993,3886975.504753077
1623052800,2021-06-07 08:00:00,BTC/USD,36199.40,36338.95,35920.00,36132.56,150.62436195,5442443.795620092
1623049200,2021-06-07 07:00:00,BTC/USD,36089.09,36233.71,35870.00,36152.73,116.86126667,4224853.8213785095
1623045600,2021-06-07 06:00:00,BTC/USD,36306.76,36354.07,36062.00,36110.63,174.28037327,6293374.07541486
1623042000,2021-06-07 05:00:00,BTC/USD,36275.57,36443.11,36110.00,36306.76,134.79311529,4893901.286486361
1623038400,2021-06-07 04:00:00,BTC/USD,36418.16,36539.41,36223.06,36275.56,84.38053533,3060951.1721955347
1623034800,2021-06-07 03:00:00,BTC/USD,36675.48,36728.43,36293.67,36397.69,104.89188427,3817822.287175337
1623031200,2021-06-07 02:00:00,BTC/USD,36750.34,36795.20,36580.00,36667.66,101.50909738,3722101.069636731
1623027600,2021-06-07 01:00:00,BTC/USD,36319.27,36801.00,36186.59,36671.94,144.53842770,5300504.5483087385
1623024000,2021-06-07 00:00:00,BTC/USD,35810.69,36423.56,35532.17,36311.91,208.57754273,7573848.959632915
1623020400,2021-06-06 23:00:00,BTC/USD,35544.06,35868.03,35481.11,35808.85,113.31347952,4057625.391109752
1623016800,2021-06-06 22:00:00,BTC/USD,35924.85,35952.90,35250.00,35570.16,195.90801039,6968479.2748539625
1623013200,2021-06-06 21:00:00,BTC/USD,35968.66,36001.35,35868.75,35956.76,112.32737995,4038928.642290962
1623009600,2021-06-06 20:00:00,BTC/USD,35730.90,35988.71,35609.50,35988.71,74.34087365,2675432.142936492
1623006000,2021-06-06 19:00:00,BTC/USD,35892.06,35895.24,35706.30,35762.58,45.57117812,1629742.9032107496
1623002400,2021-06-06 18:00:00,BTC/USD,36027.44,36042.17,35850.31,35905.03,63.66162018,2285772.382411505
1622998800,2021-06-06 17:00:00,BTC/USD,36242.84,36242.84,35934.02,36048.50,53.90577135,1943222.198510475
1622995200,2021-06-06 16:00:00,BTC/USD,36163.02,36330.16,36119.31,36261.62,68.50784041,2484205.2759680646
1622991600,2021-06-06 15:00:00,BTC/USD,36131.09,36439.89,36063.89,36163.93,99.23571492,3588753.447866836
1622988000,2021-06-06 14:00:00,BTC/USD,35620.26,36225.20,35466.96,36136.68,130.22504689,4705900.847448925
1622984400,2021-06-06 13:00:00,BTC/USD,35874.09,36032.91,35570.50,35649.16,150.78122685,5375224.080971946
1622980800,2021-06-06 12:00:00,BTC/USD,35893.49,36138.09,35805.39,35897.43,91.37773309,3280225.777156959
1622977200,2021-06-06 11:00:00,BTC/USD,36041.07,36145.59,35834.09,35889.07,59.32191279,2129008.2806542055
1622973600,2021-06-06 10:00:00,BTC/USD,36182.94,36229.06,35869.24,36037.99,73.85660627,2661643.6381921973
1622970000,2021-06-06 09:00:00,BTC/USD,36360.09,36443.11,36160.00,36186.90,41.82403787,1513482.275997903
1622966400,2021-06-06 08:00:00,BTC/USD,36158.85,36376.09,35980.17,36337.12,83.81371506,3045549.021781028
1622962800,2021-06-06 07:00:00,BTC/USD,35864.51,36209.07,35854.44,36148.34,85.31962992,3084162.9910223326
1622959200,2021-06-06 06:00:00,BTC/USD,36260.00,36510.58,35754.64,35885.48,169.83213149,6094507.5579417655
1622955600,2021-06-06 05:00:00,BTC/USD,36107.71,36234.11,36020.99,36234.11,78.90034350,2858883.725416785
1622952000,2021-06-06 04:00:00,BTC/USD,36025.20,36214.46,35979.94,36107.71,90.34888423,3262291.310600413
1622948400,2021-06-06 03:00:00,BTC/USD,36171.54,36232.48,35851.79,36015.70,156.58305102,5639448.190621014
1622944800,2021-06-06 02:00:00,BTC/USD,36236.91,36273.39,36067.46,36140.88,111.46453811,4028426.496088937
1622941200,2021-06-06 01:00:00,BTC/USD,35608.30,36268.71,35608.30,36236.91,178.91652496,6483382.012488274
1622937600,2021-06-06 00:00:00,BTC/USD,35532.59,35795.01,35437.86,35587.29,197.39636943,7024801.843852544
1622934000,2021-06-05 23:00:00,BTC/USD,35079.47,35625.29,35079.47,35532.14,157.47058317,5595266.807078084
1622930400,2021-06-05 22:00:00,BTC/USD,34970.25,35349.71,34850.01,35073.62,235.28829554,8252412.268217656
1622926800,2021-06-05 21:00:00,BTC/USD,35845.58,35845.58,34849.65,35000.00,268.73397522,9405689.1327
1622923200,2021-06-05 20:00:00,BTC/USD,35764.83,36020.46,35562.15,35845.63,186.29448409,6677843.147731026
1622919600,2021-06-05 19:00:00,BTC/USD,36043.40,36316.74,35701.03,35764.83,177.69075940,6355079.802511902
1622916000,2021-06-05 18:00:00,BTC/USD,36027.37,36189.07,35909.12,36037.26,117.70738962,4241851.803657241
1622912400,2021-06-05 17:00:00,BTC/USD,36083.48,36319.99,35870.85,36025.75,103.65126044,3734114.39579633
1622908800,2021-06-05 16:00:00,BTC/USD,36330.57,36330.57,36001.00,36098.55,117.24967340,4232543.197713571
1622905200,2021-06-05 15:00:00,BTC/USD,35633.30,36433.17,35577.04,36334.27,173.23684899,6294434.445151887
1622901600,2021-06-05 14:00:00,BTC/USD,35731.70,36008.49,35536.11,35653.57,163.18671259,5818188.880397446
1622898000,2021-06-05 13:00:00,BTC/USD,36015.12,36045.45,35701.01,35751.01,171.89789674,6145523.425330708
1622894400,2021-06-05 12:00:00,BTC/USD,35900.00,36245.49,35275.00,36056.63,354.21107235,12771657.57762718
1622890800,2021-06-05 11:00:00,BTC/USD,36462.41,36553.96,35686.05,35903.17,254.32946865,9131234.14895062
1622887200,2021-06-05 10:00:00,BTC/USD,36336.00,36677.11,36044.86,36492.44,274.87434843,10030835.66762087
1622883600,2021-06-05 09:00:00,BTC/USD,37805.40,37846.02,36003.55,36347.87,313.84204959,11407490.019030875
1622880000,2021-06-05 08:00:00,BTC/USD,37592.44,37870.24,37453.37,37793.45,97.26782254,3676086.5877743624
1622876400,2021-06-05 07:00:00,BTC/USD,37718.60,37927.93,37555.86,37596.51,128.06569052,4814823.014292086
1622872800,2021-06-05 06:00:00,BTC/USD,37631.82,37843.40,37590.83,37702.84,90.67917930,3418862.5884792116
1622869200,2021-06-05 05:00:00,BTC/USD,37681.14,37755.63,37499.05,37613.77,50.35979907,1894221.8994651937
1622865600,2021-06-05 04:00:00,BTC/USD,37451.62,37726.67,37440.00,37695.64,104.78276785,3949853.4950771737
1622862000,2021-06-05 03:00:00,BTC/USD,37693.94,37778.15,37403.38,37403.38,63.01416823,2356942.8796906173
1622858400,2021-06-05 02:00:00,BTC/USD,37722.02,37785.58,37372.59,37648.18,125.69915588,4732344.446418298
1622854800,2021-06-05 01:00:00,BTC/USD,37700.87,37868.59,37572.37,37722.02,130.80800133,4934342.042330286
1622851200,2021-06-05 00:00:00,BTC/USD,36851.58,37787.00,36662.30,37700.87,246.00740358,9274693.141407115
1622847600,2021-06-04 23:00:00,BTC/USD,37124.87,37227.02,36511.07,36887.32,179.93902716,6637468.475339611
1622844000,2021-06-04 22:00:00,BTC/USD,37232.68,37271.93,37090.60,37124.90,77.63870848,2882329.2884491524
1622840400,2021-06-04 21:00:00,BTC/USD,37073.72,37275.00,37044.74,37224.57,95.42882715,3552297.0562630757
1622836800,2021-06-04 20:00:00,BTC/USD,36828.09,37136.77,36828.09,37054.71,136.62383055,5062556.420119391
1622833200,2021-06-04 19:00:00,BTC/USD,37134.15,37231.45,36751.22,36835.04,148.87467930,5483804.767002672
1622829600,2021-06-04 18:00:00,BTC/USD,37118.06,37202.47,36991.49,37140.74,134.12435417,4981477.765895885
1622826000,2021-06-04 17:00:00,BTC/USD,36920.89,37288.56,36838.59,37118.07,162.26670335,6023026.853614534
1622822400,2021-06-04 16:00:00,BTC/USD,36995.56,37090.15,36764.87,36926.26,129.03766911,4764878.519349828
1622818800,2021-06-04 15:00:00,BTC/USD,36741.52,37084.08,36666.66,37000.00,257.96769475,9544804.705750002
1622815200,2021-06-04 14:00:00,BTC/USD,36763.86,36900.99,36172.80,36741.52,391.31509850,14377511.517839719
1622811600,2021-06-04 13:00:00,BTC/USD,36966.12,37020.33,36625.52,36746.06,245.62339209,9025691.903142665
1622808000,2021-06-04 12:00:00,BTC/USD,36583.72,37157.66,35576.67,36905.23,741.86116335,27378556.86149932
1622804400,2021-06-04 11:00:00,BTC/USD,36636.80,36837.16,36374.69,36586.62,213.62923516,7815971.64768956
1622800800,2021-06-04 10:00:00,BTC/USD,36857.46,37024.45,36565.60,36641.98,183.24024156,6714285.266436689
1622797200,2021-06-04 09:00:00,BTC/USD,36719.98,36863.48,36373.80,36856.13,224.04580070,8257461.156553291
1622793600,2021-06-04 08:00:00,BTC/USD,36588.55,36837.50,36263.16,36724.83,284.10371390,10433660.595346138
1622790000,2021-06-04 07:00:00,BTC/USD,36777.29,36820.21,36288.00,36621.98,377.88033422,13838726.042198157
1622786400,2021-06-04 06:00:00,BTC/USD,36720.37,37040.20,36566.80,36793.51,169.76424989,6246222.625970215
1622782800,2021-06-04 05:00:00,BTC/USD,37595.31,37700.00,36578.17,36744.23,559.18673228,20546885.903844748
1622779200,2021-06-04 04:00:00,BTC/USD,37947.07,37947.07,37504.81,37583.41,135.61429066,5096847.487733951
1622775600,2021-06-04 03:00:00,BTC/USD,37802.95,38146.94,37590.94,37960.98,160.95643853,6110064.14390856
1622772000,2021-06-04 02:00:00,BTC/USD,37917.94,37923.29,37400.00,37802.95,229.10121887,8660701.921881666
1622768400,2021-06-04 01:00:00,BTC/USD,38684.13,38684.13,37612.03,37915.64,429.49288915,16284497.767571306
1622764800,2021-06-04 00:00:00,BTC/USD,39242.94,39277.36,38602.54,38685.04,118.46979419,4583008.727031917
1622761200,2021-06-03 23:00:00,BTC/USD,38901.17,39250.00,38800.77,39219.88,182.69808741,7165397.06444971
1622757600,2021-06-03 22:00:00,BTC/USD,38734.77,39001.19,38719.17,38909.29,113.60687499,4420362.844979657
1622754000,2021-06-03 21:00:00,BTC/USD,38701.82,38985.53,38644.84,38771.19,109.14947475,4231855.023932452
1622750400,2021-06-03 20:00:00,BTC/USD,38576.41,38729.88,38539.37,38713.77,111.19460741,4304762.456511036
1622746800,2021-06-03 19:00:00,BTC/USD,38545.39,38669.94,38464.00,38598.24,226.96255500,8760355.1689032
1622743200,2021-06-03 18:00:00,BTC/USD,38816.15,38945.56,38537.06,38582.16,91.31572836,3523158.0421020575
1622739600,2021-06-03 17:00:00,BTC/USD,38908.73,39008.11,38736.46,38813.97,86.47876560,3356584.213635432
1622736000,2021-06-03 16:00:00,BTC/USD,38564.99,38974.47,38446.37,38905.46,93.30707627,3630154.723539434
1622732400,2021-06-03 15:00:00,BTC/USD,38641.11,38783.94,38427.69,38573.06,178.87037249,6899577.610279119
1622728800,2021-06-03 14:00:00,BTC/USD,38447.33,38741.05,38347.90,38642.35,178.92515346,6914088.4038050305
1622725200,2021-06-03 13:00:00,BTC/USD,39038.17,39299.52,38342.60,38455.31,351.19801453,13505428.520135654
1622721600,2021-06-03 12:00:00,BTC/USD,38794.50,39111.00,38569.82,39033.14,228.19719868,8907253.203684255
1622718000,2021-06-03 11:00:00,BTC/USD,39275.02,39318.76,38713.25,38784.81,308.23344344,11954775.539466145
1622714400,2021-06-03 10:00:00,BTC/USD,39129.80,39490.00,39019.55,39282.91,175.71400392,6902557.401729008
1622710800,2021-06-03 09:00:00,BTC/USD,38842.06,39219.84,38820.76,39135.72,194.08849754,7595793.094946128
1622707200,2021-06-03 08:00:00,BTC/USD,38663.16,38911.80,38515.96,38818.76,145.98552855,5666977.196255598
1622703600,2021-06-03 07:00:00,BTC/USD,38969.47,39036.52,38561.97,38662.07,142.00979634,5490392.686782824
1622700000,2021-06-03 06:00:00,BTC/USD,38800.68,38998.94,38610.99,38961.48,281.77641348,10978426.09827275
1622696400,2021-06-03 05:00:00,BTC/USD,38016.49,38900.00,38013.86,38796.98,250.08318695,9702472.402435413
1622692800,2021-06-03 04:00:00,BTC/USD,37653.17,38068.81,37620.20,37980.94,144.99607154,5507087.093396448
1622689200,2021-06-03 03:00:00,BTC/USD,37388.86,37684.00,37356.28,37656.29,128.61449602,4843144.760332965
1622685600,2021-06-03 02:00:00,BTC/USD,37284.22,37436.00,37176.06,37416.90,74.58428745,2790712.8250879054
1622682000,2021-06-03 01:00:00,BTC/USD,37437.07,37603.18,37240.00,37299.55,75.64730024,2821610.2576668924
1622678400,2021-06-03 00:00:00,BTC/USD,37585.12,37891.42,37299.51,37488.54,185.30599722,6946851.289021859
1622674800,2021-06-02 23:00:00,BTC/USD,37535.95,37755.22,37454.83,37589.36,84.63034087,3181200.3498851433
1622671200,2021-06-02 22:00:00,BTC/USD,37810.30,37888.56,37351.80,37547.97,167.46236743,6287871.948390617
1622667600,2021-06-02 21:00:00,BTC/USD,37747.49,37951.04,37690.73,37798.90,101.82707840,3848951.5537337605
1622664000,2021-06-02 20:00:00,BTC/USD,37841.93,37948.31,37595.64,37749.27,176.98745774,6681147.328840849
1622660400,2021-06-02 19:00:00,BTC/USD,38017.80,38038.13,37800.00,37895.52,104.98800764,3978575.1432817727
1622656800,2021-06-02 18:00:00,BTC/USD,38013.38,38073.30,37753.77,38017.80,97.91568119,3722538.784345182
1622653200,2021-06-02 17:00:00,BTC/USD,37910.00,38090.00,37738.24,38026.25,52.19221341,1984674.1551820126
1622649600,2021-06-02 16:00:00,BTC/USD,38098.97,38222.86,37714.25,37882.96,255.29438820,9671307.096405072
1622646000,2021-06-02 15:00:00,BTC/USD,37880.00,38256.30,37880.00,38034.88,295.45501476,11237596.031794827
1622642400,2021-06-02 14:00:00,BTC/USD,37547.87,38089.99,37448.56,37874.28,337.98918404,12801096.99330249
1622638800,2021-06-02 13:00:00,BTC/USD,37240.00,37778.15,37081.21,37552.60,197.80039365,7427919.06258099
1622635200,2021-06-02 12:00:00,BTC/USD,37214.70,37462.95,37180.31,37289.14,283.05434589,10554853.131500633
1622631600,2021-06-02 11:00:00,BTC/USD,37158.78,37354.40,36871.00,37179.22,261.73120130,9730961.913996987
1622628000,2021-06-02 10:00:00,BTC/USD,37266.40,37299.50,37052.32,37165.89,201.81663548,7500694.874419777
1622624400,2021-06-02 09:00:00,BTC/USD,37417.43,37531.86,37186.21,37279.75,245.79791526,9163284.831413984
1622620800,2021-06-02 08:00:00,BTC/USD,37238.64,37487.56,37071.49,37384.50,415.29112881,15525451.204997445
1622617200,2021-06-02 07:00:00,BTC/USD,36745.98,37410.06,36745.98,37238.64,248.25460411,9244663.830794811
1622613600,2021-06-02 06:00:00,BTC/USD,36818.20,36996.00,36671.11,36745.40,108.70032726,3994237.005299604
1622610000,2021-06-02 05:00:00,BTC/USD,36679.93,36925.52,36515.00,36830.52,73.93572212,2723091.092255102
1622606400,2021-06-02 04:00:00,BTC/USD,36482.38,36792.02,36482.38,36677.57,93.42137674,3426469.084877722
1622602800,2021-06-02 03:00:00,BTC/USD,36268.71,36679.34,36255.12,36493.54,103.22664979,3767105.8731773566
1622599200,2021-06-02 02:00:00,BTC/USD,36317.49,36539.00,36225.24,36271.87,89.32339718,3239926.650471327
1622595600,2021-06-02 01:00:00,BTC/USD,36191.38,36298.41,35933.19,36298.41,139.74905451,5072668.4777163295
1622592000,2021-06-02 00:00:00,BTC/USD,36693.30,36900.00,36070.66,36204.62,133.25892543,4824588.756801487
1622588400,2021-06-01 23:00:00,BTC/USD,36439.76,36823.40,36439.76,36693.30,94.08917402,3452442.2890680665
1622584800,2021-06-01 22:00:00,BTC/USD,36387.90,36580.00,36230.88,36429.31,110.57126293,4028034.814368478
1622581200,2021-06-01 21:00:00,BTC/USD,36320.11,36477.89,36060.14,36437.05,70.78356947,2579144.459956864
1622577600,2021-06-01 20:00:00,BTC/USD,36002.33,36348.29,35875.48,36332.22,142.51576812,5177914.240804826
1622574000,2021-06-01 19:00:00,BTC/USD,36222.63,36222.63,35769.31,35964.59,234.74547304,8442524.692239653
1622570400,2021-06-01 18:00:00,BTC/USD,36150.79,36486.54,36094.29,36211.40,199.98795831,7241843.9535467345
1622566800,2021-06-01 17:00:00,BTC/USD,35914.81,36241.59,35713.58,36159.66,243.69300699,8811856.277136024
1622563200,2021-06-01 16:00:00,BTC/USD,36238.66,36453.42,35768.19,35933.18,277.00430180,9953645.437353725
1622559600,2021-06-01 15:00:00,BTC/USD,36641.37,36652.18,36038.75,36236.59,238.67217477,8648665.741548833
1622556000,2021-06-01 14:00:00,BTC/USD,37034.22,37264.47,36488.43,36645.61,225.24385946,8254198.628665971
1622552400,2021-06-01 13:00:00,BTC/USD,36199.05,37419.00,35699.98,37038.44,529.74594710,19620963.476906523
1622548800,2021-06-01 12:00:00,BTC/USD,36603.35,36603.35,36117.68,36159.90,98.41225672,3558577.361769528
1622545200,2021-06-01 11:00:00,BTC/USD,36459.15,36740.00,36300.00,36600.18,141.74618710,5187935.962173678
1622541600,2021-06-01 10:00:00,BTC/USD,36245.36,36584.06,36127.21,36458.78,148.56716465,5416577.571198126
1622538000,2021-06-01 09:00:00,BTC/USD,36200.11,36356.00,35980.52,36245.36,126.24209148,4575690.052845533
1622534400,2021-06-01 08:00:00,BTC/USD,36820.00,36935.47,35900.00,36213.40,171.56668741,6213013.077853294
1622530800,2021-06-01 07:00:00,BTC/USD,36942.50,37164.71,36668.50,36857.37,86.12349809,3174285.6347974236
1622527200,2021-06-01 06:00:00,BTC/USD,37267.50,37439.96,36742.96,36929.67,155.93701257,5758702.414995952
1622523600,2021-06-01 05:00:00,BTC/USD,36773.06,37385.64,36773.06,37285.66,129.95664122,4845519.139270905
1622520000,2021-06-01 04:00:00,BTC/USD,36707.78,36956.71,36575.14,36766.96,141.96059409,5219459.484483266
1622516400,2021-06-01 03:00:00,BTC/USD,36836.27,37145.30,36479.96,36703.13,182.56728426,6700790.767941734
1622512800,2021-06-01 02:00:00,BTC/USD,37235.67,37302.67,36612.81,36838.54,146.32516808,5390405.557321804
1622509200,2021-06-01 01:00:00,BTC/USD,37825.56,37840.81,37158.71,37232.30,190.86756690,7106438.511090871
1622505600,2021-06-01 00:00:00,BTC/USD,37279.89,37927.44,37130.45,37820.94,261.42983502,9887522.104501318
1622502000,2021-05-31 23:00:00,BTC/USD,36925.36,37540.96,36860.38,37341.41,103.21325041,3854128.3009924786
1622498400,2021-05-31 22:00:00,BTC/USD,36928.94,37274.83,36880.00,36886.51,114.23335590,4213669.8247389095
1622494800,2021-05-31 21:00:00,BTC/USD,36690.84,37071.65,36648.82,36957.94,73.70470078,2723973.909145193
1622491200,2021-05-31 20:00:00,BTC/USD,36903.62,37000.00,36600.00,36695.69,162.60108176,5966758.889929615
1622487600,2021-05-31 19:00:00,BTC/USD,36713.77,36932.70,36542.62,36907.65,554.06238990,20449140.764592733
1622484000,2021-05-31 18:00:00,BTC/USD,36980.00,36983.22,36615.08,36713.77,86.45666442,3174150.0924830628
1622480400,2021-05-31 17:00:00,BTC/USD,37176.08,37211.09,36718.10,36968.61,149.57094191,5529429.8188034445
1622476800,2021-05-31 16:00:00,BTC/USD,37003.99,37485.71,36880.79,37138.97,196.15950902,7285162.120708509
1622473200,2021-05-31 15:00:00,BTC/USD,36659.24,37212.40,36629.72,37024.09,136.19398735,5042458.44510526
1622469600,2021-05-31 14:00:00,BTC/USD,36757.93,36830.92,36359.03,36648.73,158.23511907,5799116.155314282
1622466000,2021-05-31 13:00:00,BTC/USD,36810.75,37085.00,36412.00,36759.37,327.55271107,12040631.300725225
1622462400,2021-05-31 12:00:00,BTC/USD,36871.29,37283.05,36654.12,36776.12,190.18017146,6994088.807233536
1622458800,2021-05-31 11:00:00,BTC/USD,36945.27,37210.45,36782.29,36826.75,217.29150876,8002140.07022733
